index,area,perimeter,min_xpos,min_ypos,max_xpos,max_ypos,center_x,center_y,integral_CH0,min_CH0,max_CH0,ave_CH0,std_CH0,integral_CH1,min_CH1,max_CH1,ave_CH1,std_CH1,integral_CH2,min_CH2,max_CH2,ave_CH2,std_CH2,integral_CH3,min_CH3,max_CH3,ave_CH3,std_CH3,integral_CH4,min_CH4,max_CH4,ave_CH4,std_CH4,integral_CH1-CH0,min_CH1-CH0,max_CH1-CH0,ave_CH1-CH0,std_CH1-CH0,integral_CH2-CH0,min_CH2-CH0,max_CH2-CH0,ave_CH2-CH0,std_CH2-CH0,integral_CH3-CH0,min_CH3-CH0,max_CH3-CH0,ave_CH3-CH0,std_CH3-CH0,integral_CH4-CH0,min_CH4-CH0,max_CH4-CH0,ave_CH4-CH0,std_CH4-CH0,integral_Est0,min_Est0,max_Est0,ave_Est0,std_Est0,integral_Est1,min_Est1,max_Est1,ave_Est1,std_Est1,id,count,frequency,sort_timestamp,sort,n_sample,n_sort,sort_rate,proc_time,proc_idc,id,abs_time,1st_img,2nd_img,3rd_img,data_ready,proc_begin,proc_time,none,sort,result0,result1,result2,result3,result4
0_30,187,62,60,13,79,30,67,19,3301,0,45,15.2824,11.4309,2865,0,36,13.2639,8.54074,3311,0,39,15.3287,9.16709,4443,0,52,20.5694,12.0744,3480,0,42,16.1111,10.1738,140,0,5,0.648148,1.13296,437,0,10,2.02315,2.42564,1142,0,15,5.28704,3.19882,343,0,7,1.58796,1.77473,65.3777,-0.132857,1,0.302675,0.238595,-8.33868,-0.44306,0.265708,-0.038605,0.124992,20032,300000,50000000,3241193976,0,31,0,0.00,5045,--,20032,284610,0,0,0,0,527,5045,,0,140,0.253337,0.0440207,35.4672,6.1629
0_31,205,64,60,10,79,29,67,17,3894,0,40,16.5702,11.0055,3253,0,31,13.8426,8.24342,3790,0,33,16.1277,8.73442,5074,0,46,21.5915,11.1483,4005,0,37,17.0426,9.61505,112,0,6,0.476596,1.09665,405,0,9,1.7234,2.51381,1180,0,14,5.02128,2.92378,305,0,6,1.29787,1.74935,85.242,-0.21549,0.99254,0.362732,0.259207,-2.11405,-0.479418,0.480419,-0.00899596,0.147862,20035,280895,50000000,3242352178,0,32,0,0.00,4592,--,20035,295357,0,0,0,0,414,4592,,0,185,0.307672,0.0464121,56.9193,8.58624
0_32,170,67,60,13,79,29,67,19,3170,0,48,15.85,12.5884,2732,0,37,13.66,9.64543,3104,0,40,15.52,10.5233,4161,0,55,20.805,14.0199,3286,0,45,16.43,11.5778,129,0,5,0.645,1.12649,366,0,9,1.83,2.53399,991,0,15,4.955,3.59763,279,0,6,1.395,1.87055,52.0688,-0.179138,1,0.260344,0.244873,-1.12069,-0.365961,0.294098,-0.00560345,0.106086,20036,300000,50000000,3242703921,0,33,0,0.00,4785,--,20036,308671,0,0,0,0,378,4785,,0,168,0.261364,0.0492996,43.9092,8.28233
0_33,197,66,60,10,79,30,67,18,3710,0,43,16.3436,11.4375,3129,0,34,13.7841,8.35617,3623,0,37,15.9604,8.94492,4849,0,50,21.3612,11.8307,3820,0,40,16.8282,9.99522,117,0,5,0.515419,1.12382,418,0,8,1.84141,2.35439,1139,0,14,5.01762,3.05452,309,0,6,1.36123,1.69786,71.7494,-0.213289,1,0.316077,0.258038,-2.02541,-0.371473,0.373543,-0.00892253,0.139983,20037,254374,50000000,3242875265,0,34,0,0.00,4837,--,20037,315681,0,0,0,0,391,4837,,0,169,0.286328,0.0439355,48.3894,7.42511
0_34,204,65,60,11,80,30,67,19,3624,0,46,15.4872,11.5256,3137,0,36,13.406,8.66776,3651,0,40,15.6026,9.33334,4820,0,52,20.5983,12.2844,3805,0,43,16.2607,10.3575,145,0,6,0.619658,1.17515,452,0,10,1.93162,2.48147,1196,0,15,5.11111,3.10301,344,0,6,1.47009,1.72994,60.0022,-0.128171,1,0.25642,0.227482,-1.18442,-0.468137,0.344549,-0.00506163,0.117784,20038,300000,50000000,3242991972,0,35,0,0.00,4643,--,20038,319231,0,0,0,0,411,4643,,0,150,0.277079,0.0443326,41.5619,6.64989
0_35,235,68,60,10,81,29,67,18,4320,0,45,16.1798,11.5958,3668,0,36,13.7378,8.74389,4254,0,38,15.9326,9.28548,5716,0,52,21.4082,12.4694,4490,0,42,16.8165,10.3826,140,0,7,0.524345,1.11273,479,0,9,1.79401,2.43544,1396,0,14,5.22846,2.96867,365,0,7,1.36704,1.68717,74.6619,-0.180376,1,0.279633,0.238868,-3.53583,-0.419497,0.341969,-0.0132428,0.121858,20044,300000,50000000,3243900009,0,36,0,0.00,5457,--,20044,334256,0,0,0,0,416,5457,,0,153,0.276145,0.029682,42.2501,4.54134
0_36,206,70,61,9,81,30,67,18,3676,0,34,15.3167,10.9205,3098,0,28,12.9083,8.68907,3522,0,33,14.675,9.57746,4677,0,40,19.4875,12.2587,3738,0,32,15.575,10.2369,77,0,4,0.320833,0.80699,334,0,11,1.39167,2.15173,1002,0,14,4.175,3.50277,261,0,7,1.0875,1.60099,61.6518,-0.199359,1,0.256882,0.236569,-4.2392,-0.481482,0.338521,-0.0176633,0.121255,20045,300000,50000000,3243951232,0,37,0,0.00,5040,--,20045,339653,0,0,0,0,407,5040,,0,223,0.267808,0.0430145,59.7211,9.59224
0_37,401,84,63,9,91,30,75,19,7923,0,48,18.0068,10.4739,6122,0,34,13.9136,7.46031,6922,0,36,15.7318,7.98099,10142,0,54,23.05,11.0502,7768,0,42,17.6545,8.93353,184,0,7,0.418182,1.18806,594,0,11,1.35,2.37415,2221,0,16,5.04773,3.48046,500,0,7,1.13636,1.72272,125.215,-0.284368,1,0.28458,0.207396,-11.4605,-0.585343,0.473041,-0.0260465,0.131639,20048,265498,50000000,3244456624,0,38,0,0.00,4705,--,20048,347456,0,0,0,0,463,4705,,0,381,0.301386,0.0093172,114.828,3.54985
0_38,190,66,60,9,79,29,66,18,3420,0,45,15.4751,11.4531,2918,0,34,13.2036,8.5108,3429,0,39,15.5158,9.11396,4564,0,53,20.6516,11.9861,3576,0,42,16.181,10.1533,139,0,4,0.628959,1.06268,450,0,9,2.0362,2.60674,1144,0,15,5.17647,3.16379,328,0,7,1.48416,1.80647,59.8492,-0.109507,1,0.270811,0.206523,-6.21193,-0.379354,0.214325,-0.0281083,0.103532,20053,300000,50000000,3245627720,0,39,0,0.00,6110,--,20053,364748,0,0,0,0,436,6110,,0,147,0.24689,0.0324037,36.2928,4.76335
0_39,216,64,60,10,80,29,67,18,4005,0,43,16.2805,11.2766,3363,0,34,13.6707,8.3326,3941,0,37,16.0203,8.93265,5264,0,52,21.3984,12.0303,4150,0,41,16.8699,10.015,122,0,5,0.495935,1.0231,445,0,10,1.80894,2.50205,1259,0,15,5.11789,2.997,324,0,6,1.31707,1.68357,68.367,-0.262681,1,0.277915,0.246461,-3.70977,-0.410514,0.395179,-0.0150804,0.12811,20054,300000,50000000,3246028210,0,40,0,0.00,4621,--,20054,374166,0,0,0,0,415,4621,,0,154,0.290285,0.0374926,44.7039,5.77386
0_40,189,59,60,10,78,28,66,18,3620,0,43,16.682,11.1001,3108,0,32,14.3226,8.3206,3562,0,34,16.4147,8.6931,4818,0,47,22.2028,11.3457,3783,0,39,17.4332,9.73125,131,0,5,0.603687,1.07745,423,0,9,1.94931,2.70214,1198,0,16,5.52074,3.04812,323,0,7,1.48848,1.92273,75.5334,-0.149119,1,0.34808,0.245311,-2.95822,-0.430818,0.370421,-0.0136323,0.124758,20055,300000,50000000,3246258265,0,41,0,0.00,4657,--,20055,382225,0,0,0,0,426,4657,,0,190,0.322541,0.0541852,61.2829,10.2952
0_41,411,85,62,9,91,30,74,19,8003,0,47,17.7844,10.4386,6219,0,34,13.82,7.71296,7016,0,34,15.5911,8.08026,10414,0,55,23.1422,11.3773,7907,0,42,17.5711,9.13628,159,0,7,0.353333,1.05285,578,0,11,1.28444,2.19777,2412,0,17,5.36,3.54516,508,0,7,1.12889,1.63743,143.411,-0.309678,1,0.318692,0.230296,-21.1605,-0.693075,0.464808,-0.0470234,0.144235,20056,300000,50000000,3246305073,0,42,0,0.00,4682,--,20056,386770,0,0,0,0,382,4682,,0,419,0.296812,0.00724644,124.364,3.03626
0_42,175,57,59,11,78,29,66,18,3460,0,47,17.2139,13.0905,2818,0,37,14.0199,9.77862,3229,0,39,16.0647,10.6589,4401,0,54,21.8955,14.3008,3474,0,44,17.2836,11.8185,79,0,4,0.393035,0.840369,290,0,9,1.44279,2.30681,941,0,13,4.68159,3.44655,227,0,6,1.12935,1.66712,61.5655,-0.0668231,1,0.306296,0.245858,-6.47379,-0.413504,0.163809,-0.0322079,0.110848,20060,300000,50000000,3247324805,0,43,0,0.00,4700,--,20060,405559,0,0,0,0,462,4700,,0,171,0.275805,0.038992,47.1627,6.66763
0_43,251,74,105,7,122,30,113,17,5205,0,39,18.1993,10.5905,3904,0,30,13.6503,7.52131,4292,0,36,15.007,8.06962,6585,0,44,23.0245,11.5908,4997,0,34,17.472,9.21941,83,0,5,0.29021,0.89073,308,0,9,1.07692,2.1158,1381,0,13,4.82867,3.04202,255,0,6,0.891608,1.5663,79.2908,-0.124491,0.950381,0.277241,0.192043,-7.62066,-0.415161,0.288882,-0.0266457,0.098891,20062,300000,50000000,3247934520,0,44,0,0.00,4931,--,20062,418727,0,0,0,0,483,4931,,0,275,0.314643,0.0218355,86.5268,6.00477
0_44,224,64,58,10,78,29,66,18,4094,0,39,16.1181,10.6569,3559,0,30,14.0118,7.96275,4108,0,32,16.1732,8.60424,5459,0,44,21.4921,10.9547,4307,0,35,16.9567,9.37002,169,0,5,0.665354,1.16807,516,0,8,2.0315,2.65002,1365,0,14,5.37402,3.24915,399,0,6,1.57087,1.90959,98.0604,-0.077534,1,0.386064,0.245157,-11.9626,-0.436131,0.291838,-0.047097,0.136039,20065,300000,50000000,3248686975,0,45,0,0.00,4692,--,20065,429634,0,0,0,0,465,4692,,0,191,0.31978,0.0534409,61.078,10.2072
0_45,205,70,58,10,78,29,65,18,3905,0,41,16.4768,10.9681,3364,0,32,14.1941,8.2429,3910,0,36,16.4979,8.94268,5170,0,48,21.8143,11.3252,4092,0,39,17.2658,9.70151,148,0,5,0.624473,1.14659,489,0,9,2.06329,2.79847,1266,0,12,5.34177,2.8972,355,0,6,1.49789,1.86603,73.422,-0.132914,1,0.309797,0.225108,-1.46717,-0.327212,0.368697,-0.00619058,0.118031,20066,300000,50000000,3249303405,0,46,0,0.00,4590,--,20066,435334,0,0,0,0,376,4590,,0,170,0.309144,0.05655,52.5544,9.6135
0_46,340,79,60,9,87,30,71,18,6274,0,39,16.6862,10.832,5047,0,28,13.4229,8.1361,5640,0,33,15,8.65196,8113,0,46,21.5771,11.8191,6272,0,34,16.6809,9.67225,134,0,4,0.356383,0.822303,521,0,9,1.38564,2.16173,1839,0,15,4.89096,3.21918,423,0,6,1.125,1.60876,98.9979,-0.179842,1,0.263292,0.204856,-9.68765,-0.431003,0.291028,-0.025765,0.101057,20067,300000,50000000,3249600894,0,47,0,0.00,6256,--,20067,447773,0,0,0,0,403,6256,,0,338,0.329664,0.0483707,111.426,16.3493
0_47,182,65,58,10,77,29,65,17,3524,0,41,16.6226,11.4257,2957,0,33,13.9481,8.48429,3396,0,36,16.0189,8.90408,4613,0,48,21.7594,11.7214,3632,0,39,17.1321,9.99488,121,0,6,0.570755,1.16946,393,0,9,1.85377,2.71132,1089,0,13,5.13679,3.17941,296,0,6,1.39623,1.92147,71.5282,-0.145636,1,0.337397,0.252569,-1.41136,-0.477008,0.431717,-0.00665738,0.130201,20068,300000,50000000,3250026190,0,48,0,0.00,4280,--,20068,453652,0,0,0,0,395,4280,,0,196,0.288719,0.0442313,56.5889,8.66934
0_48,233,64,57,10,77,29,65,18,4551,0,43,17.3042,11.9717,3792,0,33,14.4183,8.90806,4310,0,35,16.3878,9.59809,5833,0,51,22.1787,12.7489,4615,0,40,17.5475,10.6976,124,0,6,0.471483,1.0743,392,0,10,1.49049,2.32994,1282,0,15,4.87452,3.1664,302,0,7,1.14829,1.70128,76.1618,-0.189412,1,0.289588,0.223662,-7.07218,-0.442499,0.331874,-0.0268904,0.115756,20069,300000,50000000,3250123409,0,49,0,0.00,2349,--,20069,461969,0,0,0,0,232,2349,,0,232,0.321686,0.0519565,74.6312,12.0539
0_49,207,62,56,10,76,28,64,18,3644,0,39,15.4407,10.9553,3147,0,32,13.3347,8.32664,3714,0,36,15.7373,9.01264,4911,0,46,20.8093,11.6591,3850,0,37,16.3136,9.80894,117,0,5,0.495763,1.02716,494,0,10,2.09322,2.73393,1267,0,13,5.36864,3.49511,367,0,7,1.55508,1.86207,79.129,-0.257861,1,0.335292,0.252246,-7.68158,-0.500783,0.487856,-0.0325491,0.14664,20071,277372,50000000,3250449429,0,50,0,0.00,1900,--,20071,468431,0,0,0,0,210,1900,,0,183,0.282705,0.0454399,51.7351,8.31549
0_50,348,80,64,9,90,30,75,18,6988,0,47,18.1506,11.0688,5173,0,37,13.4364,8.16783,5876,0,45,15.2623,9.34011,9051,0,63,23.5091,12.6302,6769,0,47,17.5818,10.0096,106,0,8,0.275325,0.926963,352,0,12,0.914286,1.96341,2069,0,19,5.37403,3.63395,345,0,8,0.896104,1.49096,74.6831,-0.0756443,1,0.193982,0.183303,-13.1089,-0.458019,0.277658,-0.0340491,0.0954788,20076,300000,50000000,3251363073,0,51,0,0.00,2985,--,20076,487027,0,0,0,0,185,2985,,0,400,0.31143,0.00539605,124.572,2.15842
0_51,217,70,54,10,75,30,62,18,4138,0,44,16.6185,11.4955,3511,0,35,14.1004,8.4522,4044,0,36,16.241,8.83393,5382,0,49,21.6145,11.8855,4268,0,41,17.1406,10.0273,147,0,6,0.590361,1.1689,483,0,9,1.93976,2.57739,1244,0,15,4.99598,3.16037,353,0,7,1.41767,1.77958,76.2325,-0.253934,1,0.306155,0.248809,-0.267766,-0.461748,0.496992,-0.00107536,0.13522,20080,300000,50000000,3252670959,0,52,0,0.00,1898,--,20080,499184,0,0,0,0,208,1898,,0,185,0.312119,0.0478738,57.742,8.85665
0_52,254,72,54,8,73,29,62,18,4501,0,37,15.6285,10.2451,3869,0,29,13.434,7.72863,4516,0,33,15.6806,8.42875,6004,0,43,20.8472,10.7227,4724,0,35,16.4028,9.09847,144,0,4,0.5,0.964653,541,0,8,1.87847,2.46697,1503,0,13,5.21875,3.0455,423,0,6,1.46875,1.75962,100.975,-0.157342,1,0.350607,0.241626,-6.83673,-0.468921,0.336681,-0.0237386,0.131438,20081,300000,50000000,3253196376,0,53,0,0.00,1906,--,20081,514812,0,0,0,0,170,1906,,0,198,0.307158,0.0407951,60.8173,8.07744
0_53,390,92,54,7,83,30,66,18,7167,0,37,16.5903,10.427,5613,0,30,12.9931,7.65019,6364,0,36,14.7315,8.19988,9274,0,43,21.4676,11.385,7102,0,34,16.4398,9.18841,160,0,6,0.37037,0.948611,574,0,10,1.3287,2.15667,2107,0,13,4.87731,2.99169,464,0,7,1.07407,1.61849,110.867,-0.161453,0.836574,0.256636,0.188881,-8.44678,-0.433133,0.335726,-0.0195527,0.100191,20082,300000,50000000,3253356922,0,54,0,0.00,4905,--,20082,525688,0,0,0,0,423,4905,,0,375,0.370249,0.0131814,138.843,4.94301
0_54,363,91,54,9,83,30,66,18,6777,0,37,16.7748,10.5545,5330,0,30,13.1931,7.79327,6014,0,36,14.8861,8.28705,8839,0,44,21.8787,11.8094,6741,0,34,16.6856,9.38941,166,0,7,0.410891,1.0242,530,0,9,1.31188,2.18042,2062,0,14,5.10396,2.99324,435,0,6,1.07673,1.63245,138.223,-0.180842,0.99311,0.342135,0.260106,-11.712,-0.427562,0.542307,-0.02899,0.127957,20085,300000,50000000,3253920084,0,55,0,0.00,4687,--,20085,539344,0,0,0,0,468,4687,,0,399,0.36354,0.0161863,145.053,6.45832
0_55,211,61,52,10,70,28,59,18,3729,0,40,15.473,10.712,3228,0,31,13.3942,8.04952,3777,0,35,15.6722,8.74088,5046,0,46,20.9378,11.242,3943,0,38,16.361,9.54343,123,0,5,0.510373,1.04707,484,0,9,2.0083,2.47643,1317,0,12,5.46473,3.10798,377,0,6,1.56432,1.71551,89.9555,-0.153555,1,0.373259,0.274799,-8.71066,-0.471303,0.521451,-0.0361438,0.163717,20088,300000,50000000,3254258733,0,56,0,0.00,4818,--,20088,545127,0,0,0,0,451,4818,,0,166,0.245022,0.0359318,40.6737,5.96467
0_56,388,94,53,7,83,30,65,18,7072,0,37,16.4465,10.8485,5520,0,31,12.8372,7.97067,6254,0,38,14.5442,8.60809,9156,0,46,21.293,11.9245,6999,0,36,16.2767,9.65475,159,0,6,0.369767,0.947711,545,0,9,1.26744,2.11212,2084,0,14,4.84651,2.94755,437,0,6,1.01628,1.54535,100.791,-0.169473,1,0.234399,0.189853,-7.08464,-0.423594,0.352373,-0.0164759,0.0969572,20090,300000,50000000,3254918242,0,57,0,0.00,4833,--,20090,552595,0,0,0,0,536,4833,,0,392,0.374607,0.014943,146.846,5.85766
0_57,145,62,76,15,94,30,82,22,3445,0,59,19.6857,16.1308,2539,0,37,14.5086,11.6658,2788,0,44,15.9314,12.4761,4495,0,63,25.6857,17.8562,3316,0,45,18.9486,14.1338,28,0,3,0.16,0.542586,144,0,6,0.822857,1.63097,1050,0,17,6,4.16516,185,0,6,1.05714,1.38858,53.2357,-0.0486895,0.98484,0.304204,0.258146,-13.6135,-0.524633,0.110696,-0.0777913,0.12403,20092,300000,50000000,3255450960,0,58,0,0.00,4653,--,20092,559988,0,0,0,0,383,4653,,0,115,0.166181,0.0132149,19.1109,1.51971
0_58,217,80,50,10,69,29,57,19,4105,0,46,16.1614,11.521,3559,0,36,14.0118,8.74057,4055,0,40,15.9646,9.26909,5447,0,52,21.4449,12.4926,4290,0,43,16.8898,10.3728,150,0,6,0.590551,1.0748,463,0,8,1.82283,2.35194,1343,0,15,5.2874,3.29878,362,0,6,1.4252,1.70926,70.117,-0.16708,1,0.276051,0.234873,-4.18626,-0.475392,0.34277,-0.0164813,0.119399,20094,300000,50000000,3255801099,0,59,0,0.00,3118,--,20094,570563,0,0,0,0,316,3118,,0,155,0.289624,0.0387188,44.8916,6.00141
0_59,173,58,50,13,69,29,57,19,3084,0,47,15.3433,12.3016,2633,0,37,13.0995,9.28863,3066,0,39,15.2537,10.1256,4137,0,54,20.5821,13.6704,3235,0,44,16.0945,11.2319,112,0,6,0.557214,1.13206,384,0,11,1.91045,2.54354,1053,0,15,5.23881,3.36542,296,0,7,1.47264,1.76491,53.7152,-0.230947,1,0.26724,0.2505,-3.61511,-0.448222,0.333603,-0.0179856,0.123069,20095,250002,50000000,3256086733,0,60,0,0.00,3324,--,20095,577407,0,0,0,0,223,3324,,0,152,0.268384,0.0376151,40.7944,5.7175
0_60,184,69,48,9,67,30,54,18,3456,0,43,16,11.0294,2998,0,34,13.8796,8.3917,3412,0,36,15.7963,8.74247,4552,0,51,21.0741,11.4031,3602,0,41,16.6759,9.78929,132,0,5,0.611111,1.18113,416,0,9,1.92593,2.46721,1096,0,13,5.07407,3.0587,314,0,6,1.4537,1.75005,64.1564,-0.28231,1,0.29702,0.229739,-0.950497,-0.426344,0.441578,-0.00440045,0.126995,20096,300000,50000000,3256133315,0,61,0,0.00,1900,--,20096,583100,0,0,0,0,196,1900,,0,127,0.268909,0.0419085,34.1515,5.32238
0_61,16,24,34,26,45,30,38,27,481,8,22,16.5862,3.78306,503,8,22,17.3448,3.89762,549,11,24,18.931,3.40315,677,15,29,23.3448,3.73498,552,11,23,19.0345,3.60539,30,0,4,1.03448,1.15915,70,0,8,2.41379,1.84797,196,4,12,6.75862,1.86908,71,0,6,2.44828,1.24807,14.3437,0.257871,0.769877,0.49461,0.161982,-2.94522,-0.293744,0.0773758,-0.101559,0.104677,20098,300000,50000000,3256267889,0,62,0,0.00,1890,--,20098,587306,0,0,0,0,151,1890,,1,2784,0.153736,0.0621683,428,173.076
0_62,193,68,48,9,66,29,54,18,3553,0,47,15.7911,12.1119,3022,0,38,13.4311,9.46788,3486,0,42,15.4933,10.3735,4588,0,53,20.3911,13.4725,3655,0,45,16.2444,11.2197,97,0,5,0.431111,0.964209,359,0,8,1.59556,2.28444,1038,0,14,4.61333,3.42628,279,0,6,1.24,1.64525,57.1616,-0.113851,1,0.254052,0.225185,-4.60819,-0.416642,0.297266,-0.0204808,0.105934,20100,300000,50000000,3256880339,0,63,0,0.00,2104,--,20100,594430,0,0,0,0,190,2104,,0,168,0.280558,0.0405306,47.1337,6.80914
0_63,202,62,47,10,67,29,54,18,3737,0,45,16.1775,11.7454,3134,0,36,13.5671,8.92991,3610,0,39,15.6277,9.50825,4888,0,52,21.1602,12.8345,3839,0,42,16.619,10.6723,97,0,4,0.419913,0.931108,348,0,8,1.50649,2.2193,1151,0,13,4.98268,3.04933,274,0,6,1.18615,1.59408,70.3579,-0.135101,1,0.30458,0.242631,-8.48583,-0.437704,0.273771,-0.0367352,0.116457,20102,300000,50000000,3256930850,0,64,0,0.00,2613,--,20102,598950,0,0,0,0,154,2613,,0,159,0.278297,0.0393182,44.2492,6.25159
0_64,183,64,47,10,65,30,53,18,3403,0,44,15.9765,11.2306,2944,0,34,13.8216,8.41562,3355,0,37,15.7512,8.84711,4489,0,52,21.0751,11.8893,3543,0,41,16.6338,9.93723,124,0,5,0.58216,1.07427,398,0,10,1.86854,2.5085,1087,0,12,5.10329,3.0037,301,0,6,1.41315,1.75981,65.5762,-0.135394,1,0.30787,0.240857,-6.23396,-0.450383,0.284757,-0.0292674,0.118869,20106,292283,50000000,3257681089,0,65,0,0.00,1866,--,20106,609469,0,0,0,0,206,1866,,0,136,0.268303,0.0388132,36.4892,5.27859
0_65,190,63,46,10,65,29,53,17,3599,0,41,16.4338,11.2074,3036,0,31,13.863,8.4112,3516,0,35,16.0548,8.96501,4748,0,46,21.6804,11.4013,3732,0,38,17.0411,9.86221,98,0,4,0.447489,0.865751,405,0,9,1.84932,2.65697,1149,0,13,5.24658,3.11476,308,0,5,1.40639,1.82177,86.2183,-0.0474091,1,0.393691,0.253392,-12.0073,-0.479477,0.222885,-0.0548276,0.142337,20107,300000,50000000,3257850654,0,66,0,0.00,1862,--,20107,614983,0,0,0,0,188,1862,,0,175,0.307483,0.0500211,53.8096,8.75369
0_66,165,60,46,12,65,29,53,18,3106,0,46,16.0933,12.5488,2583,0,36,13.3834,9.42976,2932,0,39,15.1917,10.198,3980,0,53,20.6218,13.5985,3150,0,44,16.3212,11.3599,88,0,4,0.455959,0.949163,277,0,8,1.43523,2.19212,874,0,14,4.5285,3.24164,215,0,6,1.11399,1.62157,52.6177,-0.130552,1,0.272631,0.256902,-0.911548,-0.451004,0.270593,-0.00472305,0.119397,20108,300000,50000000,3258098057,0,67,0,0.00,1860,--,20108,618380,0,0,0,0,143,1860,,0,149,0.268086,0.0442439,39.9448,6.59234
0_67,357,88,47,9,75,30,59,18,6770,0,41,17.0529,10.7565,5236,0,28,13.1889,7.6476,5857,0,34,14.7531,8.13764,8669,0,48,21.8363,11.7863,6637,0,35,16.7179,9.40127,134,0,6,0.337531,0.997188,475,0,9,1.19647,2.01548,1899,0,12,4.78338,2.96553,388,0,6,0.97733,1.49457,122.569,-0.282636,1,0.308738,0.236834,-9.54257,-0.377666,0.497893,-0.0240367,0.126026,20109,300000,50000000,3258453613,0,68,0,0.00,1894,--,20109,623286,0,0,0,0,195,1894,,0,380,0.312899,0.0108961,118.902,4.14052
0_68,173,56,44,12,63,29,51,18,3367,0,48,16.9196,13.1609,2769,0,38,13.9146,9.94092,3170,0,42,15.9296,10.8667,4279,0,56,21.5025,14.5791,3389,0,46,17.0302,12.0384,76,0,4,0.38191,0.876766,292,0,8,1.46734,2.32264,912,0,14,4.58291,3.28571,214,0,5,1.07538,1.60694,52.8215,-0.175973,1,0.265435,0.244441,-1.92616,-0.422513,0.288902,-0.00967918,0.103667,20110,250002,50000000,3258900122,0,69,0,0.00,1846,--,20110,630394,0,0,0,0,179,1846,,0,165,0.24436,0.0377806,40.3195,6.2338
0_69,201,66,44,10,63,30,51,18,3879,0,42,16.7198,11.1951,3255,0,31,14.0302,8.22024,3766,0,34,16.2328,8.70578,5041,0,47,21.7284,11.3605,3989,0,38,17.194,9.71851,116,0,5,0.5,1.05455,434,0,9,1.87069,2.5882,1162,0,14,5.00862,3.0086,315,0,6,1.35776,1.75099,76.2839,-0.290221,1,0.32881,0.257462,-0.82627,-0.439707,0.508037,-0.00356151,0.147396,20111,300000,50000000,3258958216,0,70,0,0.00,2109,--,20111,639342,0,0,0,0,199,2109,,0,193,0.322668,0.0500868,62.2749,9.66674
0_70,216,70,44,10,63,29,51,18,4040,0,41,16.2903,10.9329,3477,0,31,14.0202,7.93951,4012,0,35,16.1774,8.47154,5326,0,50,21.4758,11.0687,4201,0,39,16.9395,9.43357,158,0,7,0.637097,1.26258,494,0,9,1.99194,2.65487,1287,0,12,5.18952,2.99199,368,0,6,1.48387,1.82051,71.2025,-0.186499,1,0.287107,0.21796,-0.279375,-0.388602,0.454235,-0.00112651,0.123545,20113,286238,50000000,3259669933,0,71,0,0.00,2239,--,20113,645522,0,0,0,0,233,2239,,0,216,0.273771,0.0466981,59.1345,10.0868
0_71,194,66,44,9,61,29,49,18,3551,0,48,15.8527,12.2631,3012,0,37,13.4464,9.41298,3462,0,42,15.4554,10.0968,4618,0,54,20.6161,13.3619,3665,0,45,16.3616,11.1739,94,0,5,0.419643,0.907689,352,0,8,1.57143,2.17828,1067,0,14,4.76339,3.49774,284,0,6,1.26786,1.68757,61.3593,-0.128083,1,0.273926,0.236223,-4.60836,-0.390632,0.278485,-0.020573,0.114778,20114,300000,50000000,3260693111,0,72,0,0.00,2145,--,20114,654759,0,0,0,0,192,2145,,0,138,0.243752,0.0383031,33.6378,5.28582
0_72,191,68,42,10,60,29,49,17,3693,0,39,16.5605,11.0391,3149,0,31,14.1211,8.21181,3627,0,34,16.2646,8.67949,4878,0,47,21.8744,11.4113,3843,0,38,17.2332,9.71335,117,0,4,0.524664,1.08726,408,0,8,1.8296,2.50159,1185,0,13,5.3139,2.97977,308,0,6,1.38117,1.78258,73.3669,-0.234569,1,0.329,0.24968,-3.02229,-0.507064,0.451387,-0.0135529,0.135558,20115,300000,50000000,3260871836,0,73,0,0.00,2698,--,20115,675246,0,0,0,0,262,2698,,0,193,0.312664,0.0509045,60.3441,9.82456
0_73,198,64,41,10,60,29,47,18,3680,0,43,16.2115,11.3971,3135,0,34,13.8106,8.48239,3581,0,36,15.7753,8.88288,4846,0,49,21.348,11.718,3805,0,40,16.7621,9.98924,118,0,5,0.519824,0.985938,407,0,10,1.79295,2.48809,1167,0,14,5.14097,3.18414,321,0,6,1.4141,1.77485,78.4727,-0.231671,1,0.345695,0.268667,-3.99274,-0.504441,0.417542,-0.0175891,0.143176,20116,300000,50000000,3261548429,0,74,0,0.00,3603,--,20116,678847,0,0,0,0,247,3603,,0,181,0.308341,0.0471083,55.8098,8.52661
0_74,182,61,40,9,58,27,47,17,3427,0,38,16.2417,11.0215,2896,0,29,13.7251,8.33711,3349,0,31,15.872,8.85736,4488,0,43,21.2701,11.1154,3537,0,35,16.763,9.67827,99,0,4,0.469194,0.994177,374,0,8,1.77251,2.5787,1061,0,13,5.02844,3.00381,276,0,6,1.30806,1.77793,74.898,-0.100946,0.942931,0.354967,0.243376,-2.52256,-0.575104,0.411116,-0.0119553,0.13278,20117,300000,50000000,3261614235,0,75,0,0.00,2677,--,20117,692401,0,0,0,0,256,2677,,0,201,0.337601,0.0610282,67.8578,12.2667
